,age,fnlwgt,capital-gain,capital-loss,hours-per-week
8839,54,96792,0,0,32
8840,48,185041,0,1672,55
8841,19,233779,0,0,60
8842,45,347834,0,0,40
8843,36,215373,0,0,70
8844,35,169426,0,0,40
8845,47,202856,0,0,36
8846,33,50276,0,0,40
8847,48,187454,0,0,40
8848,42,126098,0,0,40
8849,19,250639,0,0,24
8850,64,195366,0,0,40
8851,51,186845,0,0,8
8852,20,119156,0,0,20
8853,28,162343,0,0,40
8854,52,108435,0,1902,50
8855,29,394927,0,0,45
8856,51,172281,0,0,40
8857,36,370767,0,2377,60
8858,43,352005,15024,0,45
8859,52,165681,0,0,40
8860,50,258819,0,0,40
8861,25,130793,0,0,30
8862,36,118909,0,0,40
8863,47,161558,0,0,45
8864,32,188246,0,0,40
8865,37,160120,0,0,40
8866,40,144594,2829,0,40
8867,34,123429,0,0,60
8868,35,340110,0,0,50
8869,26,523067,0,0,3
8870,49,113513,0,0,50
8871,63,186809,0,0,30
8872,46,320421,0,0,25
8873,31,295589,0,0,40
8874,22,370548,0,0,30
8875,20,120572,0,0,12
8876,52,110977,0,0,40
8877,26,55860,0,0,40
8878,34,158800,0,0,50
8879,31,131568,0,0,40
8880,46,173613,0,0,30
8881,22,216867,0,0,40
8882,38,104089,0,0,40
8883,35,208106,0,0,40
8884,27,340269,0,0,40
8885,27,236246,0,0,40
8886,46,213408,0,0,40
8887,40,84232,0,0,4
8888,19,302945,0,0,10
8889,69,28197,0,0,60
8890,20,262749,0,0,35
8891,34,198265,0,0,60
8892,49,170871,0,0,45
8893,27,177761,0,0,50
8894,59,175689,0,0,14
8895,45,205100,15024,0,60
8896,21,77759,0,0,15
8897,51,77905,0,0,40
8898,64,193575,0,0,40
8899,41,116520,0,0,40
8900,18,85154,0,0,24
8901,49,180532,0,0,40
8902,51,508891,0,0,40
8903,20,211345,0,0,20
8904,69,170877,0,0,48
8905,18,97318,0,0,35
8906,43,184105,0,0,50
8907,50,150941,0,0,44
8908,32,303942,0,0,40
8909,27,273929,0,0,40
8910,38,197077,0,0,40
8911,62,162825,0,0,40
8912,46,159869,0,0,44
8913,19,158343,0,0,40
8914,17,406920,0,0,40
8915,21,227986,0,0,40
8916,36,137527,0,0,50
8917,36,180150,0,0,40
8918,23,239539,0,0,40
8919,58,281792,0,0,40
8920,40,224799,0,0,45
8921,64,292639,10566,0,35
8922,66,22313,0,0,20
8923,42,194636,0,0,40
8924,55,156089,0,0,40
8925,53,193720,0,1977,40
8926,25,218667,0,0,40
8927,39,358837,0,0,40
8928,20,174685,0,0,40
8929,32,168854,0,0,54
8930,28,133696,0,0,65
8931,23,350680,0,0,40
8932,18,115215,0,0,25
8933,43,152958,0,0,35
8934,29,217200,0,0,40
8935,32,235124,0,0,46
8936,31,144949,0,0,40
8937,60,135470,0,0,40
8938,42,281209,0,0,50
8939,46,155489,0,0,50
8940,38,290306,0,0,40
8941,18,182042,0,0,19
8942,31,210008,0,0,40
8943,54,234938,4064,0,55
8944,46,315423,0,2042,50
8945,27,30244,0,0,80
8946,50,30008,0,0,45
8947,38,201328,0,0,56
8948,36,96468,0,0,40
8949,25,486332,0,0,40
8950,19,46162,0,0,25
8951,60,98350,0,0,60
8952,45,175958,0,0,40
8953,21,119309,0,1602,16
8954,42,175935,0,1980,46
8955,38,204527,0,0,50
8956,22,57827,0,0,40
8957,19,418176,0,0,32
8958,23,262744,0,0,40
8959,24,177287,0,0,30
8960,30,255004,0,0,52
8961,62,183735,0,0,40
8962,26,318644,0,0,20
8963,42,132125,0,0,52
8964,33,206051,0,0,40
8965,54,99185,0,0,50
8966,35,225750,0,0,32
8967,33,245777,0,0,40
8968,45,169092,0,0,55
8969,62,211035,0,0,30
8970,24,285432,0,0,40
8971,50,154779,0,0,40
8972,54,37237,0,0,40
8973,58,417419,0,0,40
8974,39,33975,0,0,50
8975,32,42485,0,0,40
8976,27,170017,0,0,40
8977,27,152683,3908,0,35
8978,20,41721,0,0,60
8979,64,66634,0,0,40
8980,55,257216,0,0,40
8981,46,167882,0,0,43
8982,45,179428,0,0,55
8983,26,57512,0,0,40
8984,36,301614,0,0,40
8985,25,193820,0,1876,40
8986,58,222247,0,1887,40
8987,39,189092,0,0,45
8988,47,217509,0,0,45
8989,35,308691,0,0,48
8990,38,169672,0,0,40
8991,50,120914,0,0,40
8992,36,370156,0,0,38
8993,28,398220,0,0,40
8994,44,208277,0,0,45
8995,40,337456,0,0,40
8996,55,172666,0,0,40
8997,29,32280,0,0,45
8998,33,194901,0,0,45
8999,19,57329,0,0,30
9000,32,173730,7688,0,40
9001,45,153312,0,0,10
9002,23,274797,0,0,25
9003,22,152744,0,0,40
9004,59,188041,0,0,40
9005,32,97723,0,0,38
9006,49,354529,0,0,40
9007,22,249727,0,0,30
9008,26,189590,0,0,30
9009,23,298871,0,0,40
9010,55,205296,0,0,50
9011,47,303637,0,0,49
9012,44,242861,0,0,40
9013,27,37599,0,0,24
9014,40,199381,15024,0,37
9015,32,56328,0,0,8
9016,20,256211,0,0,40
9017,84,163685,0,0,33
9018,40,266084,0,0,50
9019,37,161111,0,0,40
9020,44,199031,0,1380,40
9021,47,166634,0,0,40
9022,62,204085,0,0,25
9023,19,369527,0,0,40
9024,47,464945,0,0,45
9025,44,174684,0,0,40
9026,26,166295,0,0,41
9027,36,220511,0,0,40
9028,52,246936,0,0,40
9029,33,104509,0,0,40
9030,48,266337,0,0,40
9031,33,252168,0,0,40
9032,25,92093,0,0,20
9033,62,88055,0,0,40
9034,38,129591,0,0,40
9035,46,142719,0,0,65
9036,18,264924,0,0,40
9037,46,128796,0,0,44
9038,38,115336,0,0,70
9039,52,190333,0,0,40
9040,63,179444,0,0,15
9041,49,218676,0,0,43
9042,17,148194,0,0,12
9043,70,280639,2329,0,20
9044,19,217769,0,0,15
9045,27,180553,0,0,40
9046,61,56009,0,0,40
9047,33,255334,0,0,25
9048,29,349154,0,0,40
9049,40,24763,6849,0,40
9050,43,41834,0,0,38
9051,29,130856,0,0,60
9052,61,268797,0,0,17
9053,48,202117,0,0,34
9054,19,280146,0,0,20
9055,30,70377,0,0,40
9056,24,236696,0,0,30
9057,39,222572,0,0,43
9058,46,110702,2036,0,60
9059,27,200492,0,0,40
9060,25,193820,0,0,40
9061,31,454508,0,2001,40
9062,58,220789,0,0,45
9063,33,101345,0,0,42
9064,40,140559,0,0,25
9065,40,64885,0,0,70
9066,31,402361,0,0,40
9067,33,143582,0,0,48
9068,49,185385,0,0,45
9069,24,112706,0,0,40
9070,46,130364,0,0,40
9071,58,147428,0,0,40
9072,20,205895,0,0,20
9073,65,273569,0,0,40
9074,43,153160,0,0,40
9075,48,167918,0,0,50
9076,41,195661,0,0,54
9077,27,146243,0,0,30
9078,52,105428,0,0,12
9079,26,149943,0,0,60
9080,52,192563,0,0,38
9081,19,244115,0,0,30
9082,39,98587,0,0,45
9083,47,145886,0,0,40
9084,27,244315,0,0,40
9085,48,192779,0,0,40
9086,50,209464,0,0,35
9087,60,25141,0,0,60
9088,28,405793,0,0,45
9089,47,53498,0,0,40
9090,69,476653,0,0,20
9091,40,162312,0,0,66
9092,37,277022,3887,0,40
9093,41,109762,0,0,40
9094,38,123031,0,0,48
9095,46,119890,0,0,30
9096,21,409230,0,0,30
9097,44,223308,0,0,48
9098,47,119199,0,0,35
9099,42,46221,27828,0,60
9100,42,351161,0,0,40
9101,56,174533,0,0,45
9102,32,324386,0,0,40
9103,24,126568,0,0,33
9104,26,275703,0,0,40
9105,36,219611,2174,0,50
9106,49,200471,0,0,60
9107,65,155261,0,0,40
9108,73,74040,0,0,40
9109,34,226296,0,0,40
9110,22,211968,0,0,40
9111,49,126446,0,0,30
9112,25,262885,0,0,32
9113,39,188069,0,0,25
9114,19,113546,0,0,56
9115,24,227070,0,0,40
9116,34,136997,0,0,35
9117,35,119006,0,0,38
9118,21,212407,0,0,40
9119,43,197810,0,0,40
9120,35,35309,0,0,28
9121,39,141802,0,0,40
9122,48,184513,0,0,80
9123,33,124187,0,0,32
9124,19,201743,0,0,26
9125,17,156736,0,0,12
9126,43,47261,0,0,50
9127,62,150693,0,0,42
9128,53,233734,0,0,40
9129,45,35969,0,0,60
9130,47,159550,0,0,40
9131,30,190823,0,0,40
9132,53,213378,0,0,33
9133,24,257500,0,0,40
9134,41,488706,0,0,40
9135,58,239405,0,0,40
9136,27,105189,4865,0,50
9137,63,109735,0,0,38
9138,50,172942,0,0,28
9139,43,209899,8614,0,47
9140,29,87745,0,0,60
9141,41,187881,3942,0,40
9142,55,234125,0,0,40
9143,36,272944,0,0,45
9144,23,129232,0,0,40
9145,22,100345,13550,0,55
9146,58,195835,0,0,45
9147,25,251854,0,0,40
9148,40,103474,0,0,30
9149,38,22042,0,0,39
9150,37,343721,0,0,40
9151,19,232368,0,0,35
9152,55,174478,0,0,29
9153,55,282023,15024,0,50
9154,28,274690,0,0,45
9155,53,251675,0,0,40
9156,32,647882,0,0,40
9157,32,37380,0,0,38
9158,34,173730,0,0,50
9159,49,353824,0,0,45
9160,21,225890,0,0,30
9161,53,233780,2202,0,40
9162,29,394927,0,0,40
9163,34,188682,0,0,40
9164,52,115209,0,0,40
9165,41,277192,0,0,40
9166,21,314182,0,0,40
9167,43,220776,0,0,35
9168,31,189269,0,0,40
9169,38,35429,0,2042,40
9170,42,154374,0,2415,60
9171,62,161460,0,0,30
9172,51,251487,0,0,40
9173,30,177531,0,0,25
9174,24,53942,0,0,40
9175,36,113481,0,0,40
9176,57,361324,0,0,40
9177,46,330087,0,0,55
9178,33,276221,0,0,40
9179,42,121055,0,0,45
9180,62,118696,0,0,40
9181,64,289741,0,0,20
9182,18,238401,0,0,25
9183,43,262038,0,0,35
9184,62,26911,0,0,66
9185,29,161155,0,0,50
9186,43,252519,0,0,40
9187,39,43712,7298,0,40
9188,69,167826,0,0,40
9189,34,188900,0,0,40
9190,44,120057,4386,0,45
9191,25,134113,0,0,30
9192,17,99161,0,0,8
9193,19,304643,0,0,20
9194,57,121821,0,0,40
9195,25,154863,0,0,35
9196,37,365430,0,0,40
9197,29,183111,0,0,40
9198,32,50178,0,0,35
9199,35,186845,0,0,45
9200,52,159908,0,0,40
9201,41,162189,1831,0,40
9202,29,128509,0,0,38
9203,23,143032,0,0,36
9204,31,382368,0,0,40
9205,40,210013,0,0,50
9206,19,293928,0,0,20
9207,21,208503,0,0,10
9208,37,191841,8614,0,40
9209,49,355978,99999,0,35
9210,64,202738,0,0,35
9211,37,144322,0,0,43
9212,70,155141,0,2377,12
9213,22,160120,0,0,30
9214,29,190450,0,0,40
9215,37,212900,0,0,40
9216,29,115677,0,0,40
9217,38,252250,0,0,65
9218,27,212041,0,0,50
9219,58,198145,0,0,35
9220,60,113658,0,0,35
9221,20,32426,0,0,25
9222,51,98791,0,0,40
9223,37,203828,0,0,65
9224,22,186634,0,0,50
9225,56,125147,0,0,60
9226,26,247455,5178,0,42
9227,19,97215,0,0,25
9228,37,330826,0,0,30
9229,27,200802,0,0,40
9230,52,72257,0,0,50
9231,45,363087,0,0,40
9232,28,25955,0,0,40
9233,20,334633,0,0,40
9234,28,109162,0,0,50
9235,44,569761,0,0,40
9236,30,209900,0,0,40
9237,26,272986,0,0,8
9238,55,52267,0,0,18
9239,46,82946,0,0,40
9240,51,104651,0,0,50
9241,25,58441,0,0,40
9242,43,269733,0,0,40
9243,19,128453,0,0,28
9244,36,179468,0,0,40
9245,36,183081,0,0,40
9246,48,102938,0,0,40
9247,24,359828,0,0,44
9248,30,155659,0,0,36
9249,24,585203,7688,0,45
9250,62,173601,0,0,40
9251,41,214541,0,1590,40
9252,36,153976,0,0,50
9253,47,247676,5455,0,45
9254,49,155372,0,0,40
9255,52,329733,0,0,40
9256,52,162576,0,0,40
9257,51,226885,0,0,40
9258,18,120781,0,0,20
9259,30,375827,0,0,40
9260,46,205504,0,0,20
9261,28,198813,0,0,40
9262,48,254291,7298,0,50
9263,62,159908,0,0,38
9264,49,40000,4064,0,44
9265,69,102874,0,0,24
9266,61,539563,0,0,45
9267,24,261561,0,0,40
9268,29,81057,0,0,40
9269,36,160120,0,0,45
9270,17,41979,0,0,40
9271,27,275110,0,0,80
9272,64,265661,0,0,40
9273,19,29510,0,0,20
9274,42,105804,0,0,40
9275,24,194604,0,0,15
9276,23,1038553,0,0,45
9277,51,209320,3325,0,40
9278,31,193231,3325,0,60
9279,44,307468,0,0,29
9280,38,255941,10520,0,50
9281,44,107845,0,0,56
9282,44,567788,0,0,40
9283,38,91857,0,0,44
9284,36,732569,0,0,40
9285,29,86613,0,0,20
9286,46,35961,0,0,25
9287,47,114754,0,0,40
9288,30,235124,99999,0,40
9289,37,218490,7688,0,35
9290,27,329426,0,0,45
9291,43,181015,0,0,50
9292,44,264740,0,0,40
9293,31,381153,0,0,60
9294,34,189759,0,1977,45
9295,39,230467,0,1092,40
9296,36,218542,0,0,40
9297,57,298507,3103,0,40
9298,78,111189,0,0,35
9299,24,168997,0,0,40
9300,39,168894,0,0,40
9301,21,149809,0,0,40
9302,34,344073,0,0,40
9303,22,416165,0,0,32
9304,36,41490,0,0,40
9305,61,40269,0,0,40
9306,67,243256,0,0,15
9307,49,105586,0,0,40
9308,58,51499,0,0,40
9309,37,189878,0,0,60
9310,39,179481,4650,0,44
9311,25,299765,0,0,40
9312,45,155664,0,0,40
9313,30,54608,0,0,40
9314,49,174702,0,0,35
9315,36,285020,2885,0,40
9316,23,201145,0,0,65
9317,51,125796,0,0,35
9318,55,249072,0,0,60
9319,35,99156,0,0,50
9320,45,94754,0,0,40
9321,36,111128,0,0,48
9322,32,157887,0,0,40
9323,47,168191,0,0,40
9324,49,28334,0,0,45
9325,44,721161,0,0,40
9326,36,188069,0,0,50
9327,40,145178,0,0,30
9328,17,52967,0,0,6
9329,18,177578,0,0,38
9330,30,185384,0,0,25
9331,66,66008,0,0,50
9332,59,329059,0,0,50
9333,30,348802,0,0,40
9334,50,34233,0,0,50
9335,24,509629,0,0,25
9336,28,27956,0,0,99
9337,44,83286,0,0,40
9338,25,309098,0,0,40
9339,45,188950,0,0,50
9340,20,224217,0,0,40
9341,67,222899,0,0,40
9342,40,123306,0,0,45
9343,52,279337,0,0,40
9344,34,347166,0,0,50
9345,37,251396,0,0,45
9346,17,143034,0,0,4
9347,25,57635,0,0,42
9348,35,162651,0,0,40
9349,63,28334,0,0,40
9350,38,84570,0,0,40
9351,33,181091,0,0,60
9352,51,117496,0,0,40
9353,64,216160,0,0,50
9354,50,204447,0,0,40
9355,18,374969,0,0,56
9356,67,35015,0,0,99
9357,46,179869,0,0,40
9358,60,137733,0,0,50
9359,29,193125,0,0,40
9360,30,103649,0,0,40
9361,56,54260,2885,0,40
9362,29,197932,0,0,40
9363,37,249720,0,0,27
9364,24,259865,0,0,30
9365,21,301694,0,0,35
9366,46,276934,0,0,70
9367,25,395512,0,0,40
9368,40,168071,0,0,28
9369,23,45317,0,0,40
9370,43,311177,0,0,30
9371,29,190636,0,1485,60
9372,59,221336,0,0,40
9373,18,120691,0,0,35
9374,28,107389,0,0,32
9375,17,293440,0,0,15
9376,53,145409,0,0,40
9377,22,213902,0,0,40
9378,63,100099,0,0,40
9379,32,191856,0,0,45
9380,40,233891,0,0,35
9381,61,96073,0,0,50
9382,35,474136,0,1408,40
9383,43,355856,0,0,50
9384,20,144685,0,1602,40
9385,48,139212,0,0,40
9386,56,143931,0,0,40
9387,34,191291,0,0,40
9388,44,68729,0,1902,40
9389,61,119986,0,0,40
9390,37,227545,0,0,44
9391,36,32776,0,1977,40
9392,34,228881,0,0,40
9393,23,84648,0,0,25
9394,63,101996,0,0,40
9395,63,68954,0,0,11
9396,47,285060,0,1977,41
9397,55,209569,0,0,50
9398,31,331126,0,0,48
9399,27,279872,0,0,40
9400,58,150560,14084,0,40
9401,28,185647,0,0,48
9402,52,128871,0,0,64
9403,31,386331,0,0,50
9404,53,117814,0,0,38
9405,43,220609,0,0,50
9406,43,117022,0,0,40
9407,50,176751,0,0,80
9408,68,76371,0,0,35
9409,37,80410,0,0,40
9410,26,127202,0,0,40
9411,22,121471,0,0,40
9412,22,219086,0,0,55
9413,59,271571,15024,0,50
9414,30,241583,0,0,40
9415,24,374253,0,0,55
9416,30,214993,0,0,40
9417,50,199995,0,0,40
9418,38,450924,3942,0,40
9419,29,120359,0,0,40
9420,76,93125,1424,0,24
9421,21,187513,0,0,40
9422,65,243569,0,0,24
9423,43,295510,0,0,45
9424,29,29732,0,0,24
9425,32,211743,0,0,45
9426,37,251396,0,0,65
9427,64,477697,0,0,16
9428,49,151584,0,0,40
9429,44,193882,0,0,40
9430,34,242460,7688,0,40
9431,53,191025,0,0,43
9432,24,154571,0,0,50
9433,31,208657,0,0,40
9434,25,29599,0,0,38
9435,36,423711,0,0,45
9436,29,122000,0,0,60
9437,37,148581,0,0,50
9438,42,222978,0,0,45
9439,30,149118,0,0,40
9440,32,218407,0,0,70
9441,44,85604,0,0,40
9442,19,111232,0,0,40
9443,22,99199,0,0,48
9444,51,199995,0,0,50
9445,69,122850,0,0,16
9446,73,90557,0,0,8
9447,18,271935,0,0,20
9448,33,361497,0,0,40
9449,22,399020,0,0,55
9450,33,345277,0,0,45
9451,20,55233,0,0,40
9452,28,200515,0,0,40
9453,25,188119,0,0,40
9454,27,176683,0,0,48
9455,22,309178,0,0,40
9456,67,40021,0,0,35
9457,31,49923,0,0,40
9458,36,36635,0,0,25
9459,43,325706,0,0,50
9460,33,124407,0,0,40
9461,37,301568,0,0,35
9462,27,339956,0,0,60
9463,36,176335,0,0,40
9464,63,213945,15024,0,40
9465,48,171807,0,0,56
9466,25,362826,0,0,45
9467,41,344329,0,0,10
9468,26,137678,0,0,40
9469,23,175424,0,0,40
9470,33,73296,1831,0,40
9471,30,137613,0,0,17
9472,67,354405,0,0,20
9473,32,130057,0,0,55
9474,48,362883,0,0,60
9475,51,49017,0,0,24
9476,39,149943,0,0,40
9477,40,99185,0,0,60
9478,40,294708,0,0,40
9479,19,228238,0,0,40
9480,28,156819,0,0,36
9481,47,332727,0,0,60
9482,20,289944,0,0,20
9483,41,116103,914,0,40
9484,29,24153,0,0,40
9485,61,231183,0,0,40
9486,25,313930,0,0,40
9487,26,114483,0,0,40
9488,43,162108,0,0,40
9489,17,168807,0,0,45
9490,43,143828,9562,0,40
9491,46,111558,0,0,40
9492,19,69770,0,0,20
9493,37,291981,0,0,40
9494,26,102460,0,0,40
9495,47,151584,0,1876,40
9496,47,287320,0,0,40
9497,29,115677,0,0,40
9498,29,239632,0,0,40
9499,33,409172,0,0,55
9500,20,186849,0,0,40
9501,28,118861,0,0,48
9502,26,142689,0,0,45
9503,41,170924,0,0,40
9504,67,274451,0,0,40
9505,43,153489,0,0,50
9506,35,186489,0,0,46
9507,18,192409,0,0,25
9508,55,337599,0,0,40
9509,44,195545,0,0,40
9510,64,61892,0,0,15
9511,38,80303,0,0,60
9512,25,419658,0,0,8
9513,21,319163,0,0,40
9514,37,126743,0,0,53
9515,39,301568,0,0,40
9516,34,120461,0,0,50
9517,23,268145,0,0,45
9518,54,257337,0,0,40
9519,49,213354,0,0,70
9520,25,303431,0,0,40
9521,51,124963,0,0,50
9522,29,158218,0,0,35
9523,27,553473,0,0,48
9524,53,46155,0,0,40
9525,68,138714,0,0,55
9526,56,231781,0,0,40
9527,30,496414,0,0,40
9528,70,28471,0,0,25
9529,24,185821,0,0,40
9530,74,272667,0,0,20
9531,23,194031,0,0,25
9532,41,144995,0,0,55
9533,45,162494,0,0,19
9534,35,171968,0,0,40
9535,21,232569,0,0,40
9536,45,161819,0,0,25
9537,18,123343,0,0,30
9538,49,105449,0,0,25
9539,49,181717,0,0,36
9540,45,102359,0,0,37
9541,27,72887,0,0,40
9542,28,154571,0,0,40
9543,35,255191,0,0,45
9544,19,208513,0,0,40
9545,33,121904,0,0,28
9546,28,34335,14084,0,40
9547,49,59380,0,0,40
9548,61,135285,0,2603,32
9549,39,126675,0,0,25
9550,22,217363,0,0,40
9551,42,91836,0,0,40
9552,22,184813,0,0,40
9553,18,178142,0,0,40
9554,49,102359,0,2231,40
9555,33,281832,0,0,40
9556,28,96226,0,0,45
9557,42,195124,0,0,35
9558,20,56322,2176,0,25
9559,50,97449,0,0,48
9560,32,339773,0,0,40
9561,31,210926,0,0,40
9562,29,199499,0,0,40
9563,46,190729,0,0,40
9564,32,191385,0,0,77
9565,61,193479,0,0,24
9566,35,346766,0,0,40
9567,39,152307,0,0,40
9568,18,79990,0,0,35
9569,42,170649,0,0,60
9570,23,197207,0,0,40
9571,52,204402,0,0,85
9572,36,181065,0,0,40
9573,38,179579,0,0,50
9574,50,237729,0,2444,72
9575,23,164574,0,0,40
9576,27,191782,0,0,30
9577,56,146660,0,0,60
9578,28,115945,0,0,40
9579,45,210875,0,0,40
9580,28,216965,0,0,40
9581,18,201554,0,0,15
9582,62,57970,0,0,40
9583,35,208378,0,0,40
9584,39,61343,0,0,60
9585,24,283872,0,0,20
9586,58,225603,0,0,40
9587,48,401333,0,0,40
9588,57,278228,0,0,50
9589,31,145377,0,0,60
9590,25,120238,0,0,40
9591,34,187215,15024,0,36
9592,29,144063,0,0,72
9593,38,238721,0,0,40
9594,21,164920,0,0,40
9595,50,92968,0,0,32
9596,50,136836,0,0,40
9597,30,349148,0,0,70
9598,29,309620,0,0,20
9599,22,347803,0,0,20
9600,42,85995,0,0,50
9601,19,167428,0,0,40
9602,31,164569,0,0,48
9603,42,308279,0,0,21
9604,20,56322,0,0,20
9605,51,203015,0,0,40
9606,50,211654,0,0,40
9607,27,120126,0,0,40
9608,26,239043,0,0,40
9609,61,179761,0,0,40
9610,51,257485,0,0,40
9611,52,49243,0,0,40
9612,33,229716,0,0,38
9613,31,341672,0,0,60
9614,24,32311,0,0,40
9615,56,275236,0,0,40
9616,19,400356,0,0,40
9617,29,184596,3942,0,50
9618,18,186909,1055,0,30
9619,43,152420,0,0,50
9620,21,235442,0,0,40
9621,51,161691,0,0,40
9622,20,173945,0,0,39
9623,41,355918,0,0,65
9624,45,198660,0,0,40
9625,20,122649,0,0,30
9626,28,421967,0,0,60
9627,50,259377,15024,0,40
9628,47,74305,0,0,40
9629,80,34340,0,0,35
9630,47,182752,0,0,35
9631,19,48393,0,0,84
9632,45,34248,0,0,50
9633,17,186677,0,0,12
9634,37,167851,0,0,50
9635,27,146460,0,0,40
9636,17,209650,0,0,16
9637,18,132986,0,0,40
9638,57,94429,0,0,40
9639,26,252406,0,0,40
9640,26,174592,0,0,40
9641,36,151322,0,0,45
9642,51,37237,0,0,80
9643,38,101192,0,0,40
9644,77,152900,0,0,20
9645,51,94081,0,0,40
9646,24,329408,0,0,40
9647,35,106028,0,0,65
9648,35,164866,0,0,99
9649,51,167793,15024,0,40
9650,28,138692,0,0,40
9651,37,173968,0,0,40
9652,43,228320,0,0,40
9653,23,96585,0,0,30
9654,42,156580,0,0,40
9655,58,210673,0,0,40
9656,52,137753,0,0,20
9657,29,29865,0,0,50
9658,27,196044,0,0,60
9659,28,308995,0,0,40
9660,28,362491,0,0,40
9661,24,94395,0,0,40
9662,20,320047,0,0,40
9663,54,98535,0,0,40
9664,65,183170,0,0,25
9665,18,331511,0,0,30
9666,38,195686,0,0,40
9667,29,178244,0,0,40
9668,27,127833,0,0,40
9669,36,269722,0,0,40
9670,55,136819,0,0,40
9671,22,205604,0,0,30
9672,28,132078,0,0,40
9673,20,234880,0,0,30
9674,24,196816,3908,0,40
9675,68,140852,0,0,40
9676,49,105614,0,0,50
9677,18,83492,0,0,40
9678,50,225772,0,0,60
9679,37,242713,0,0,40
9680,60,355865,0,0,50
9681,43,173316,0,0,40
9682,43,35662,0,0,70
9683,17,297246,0,0,9
9684,43,108945,0,0,50
9685,39,112158,0,0,26
9686,21,57298,0,0,15
9687,42,115323,0,0,7
9688,48,164582,7298,0,60
9689,56,295067,14084,0,45
9690,21,177265,0,0,30
9691,28,336543,0,0,40
9692,39,52870,0,0,40
9693,40,316820,4064,0,40
9694,38,200153,0,0,40
9695,59,453067,0,0,36
9696,51,27166,0,0,40
9697,19,299598,0,0,16
9698,31,345277,0,0,40
9699,42,113147,0,0,40
9700,43,34007,0,0,40
9701,34,152667,0,0,35
9702,21,231053,0,0,30
9703,34,103651,0,0,40
9704,55,124137,0,0,40
9705,30,198183,0,0,40
9706,19,466458,0,0,20
9707,45,114396,0,0,35
9708,42,186376,0,0,72
9709,32,290964,0,1590,40
9710,90,282095,0,0,40
9711,44,244974,0,0,44
9712,34,114691,0,0,40
9713,35,107160,0,0,30
9714,39,142573,0,0,25
9715,29,203833,0,0,40
9716,49,133729,0,0,17
9717,52,135339,0,0,40
9718,31,128591,0,0,40
9719,44,133853,0,0,50
9720,18,137363,0,0,30
9721,27,243569,0,0,40
9722,24,119156,0,0,40
9723,30,391114,0,0,60
9724,27,252506,0,0,40
9725,34,117503,0,0,20
9726,25,117833,0,0,19
9727,39,294183,0,0,40
9728,28,394927,0,0,40
9729,51,259323,0,0,70
9730,21,207988,0,0,35
9731,33,96635,0,0,26
9732,27,192283,0,0,38
9733,29,214881,0,0,40
9734,33,167474,0,0,40
9735,20,201204,0,0,40
9736,24,197666,0,0,40
9737,29,162002,0,0,35
9738,31,263561,0,2246,45
9739,41,224799,0,0,40
9740,20,238685,0,0,30
9741,54,38795,0,0,40
9742,55,90414,0,0,55
9743,21,190805,0,0,32
9744,52,23780,0,1977,45
9745,19,285263,0,0,40
9746,33,177331,0,0,40
9747,22,347530,0,0,35
9748,59,230039,0,625,38
9749,17,210547,0,0,40
9750,31,204752,0,0,32
9751,74,104001,0,0,40
9752,45,253116,0,0,40
9753,36,169037,0,0,40
9754,35,202027,0,0,60
9755,45,170099,0,0,40
9756,42,212847,0,0,85
9757,50,307392,0,0,40
9758,39,233428,0,0,40
9759,44,355728,0,1980,45
9760,52,177995,0,0,56
9761,24,283613,0,0,43
9762,56,184598,0,0,99
9763,27,185647,0,0,50
9764,47,192894,0,1902,45
9765,40,284706,0,1977,60
9766,38,179579,0,0,40
9767,27,131679,0,0,40
9768,22,154713,0,0,40
9769,41,121718,0,0,40
9770,30,255279,0,0,20
9771,55,202559,0,0,35
9772,25,123095,0,1590,40
9773,32,153326,0,0,40
9774,28,75695,0,0,60
9775,33,206609,0,0,50
9776,17,234780,0,0,40
9777,27,178778,0,0,40
9778,55,171355,0,0,20
9779,63,95680,0,0,18
9780,39,196673,5013,0,40
9781,51,73670,4386,0,52
9782,67,139960,0,0,40
9783,41,397280,0,0,72
9784,27,60374,0,1594,26
9785,54,421561,0,0,45
9786,59,245196,0,0,40
9787,18,27620,0,0,25
9788,19,187570,0,0,20
9789,31,102884,0,0,50
9790,17,228399,0,0,7
9791,42,340234,15024,0,40
9792,37,176293,0,0,30
9793,51,108435,0,0,40
9794,48,161187,2463,0,40
9795,23,278391,0,0,40
9796,27,157941,0,0,45
9797,25,182866,0,0,40
9798,69,370888,2964,0,6
9799,30,206512,0,0,44
9800,33,357954,0,0,35
9801,28,189346,0,0,48
9802,45,234652,0,0,40
9803,25,113436,0,0,15
9804,37,204145,0,0,45
9805,59,157305,0,0,40
9806,26,104045,0,0,30
9807,39,211154,0,0,50
9808,24,321435,0,0,40
9809,40,177083,0,0,35
9810,46,178829,0,0,70
9811,35,287658,0,0,40
9812,43,209894,0,0,40
9813,31,334744,0,0,40
9814,22,306967,0,0,25
9815,35,52187,0,0,30
9816,35,101978,0,0,50
9817,35,483530,0,0,40
9818,40,77357,0,0,40
9819,50,149770,0,0,40
9820,70,172652,0,0,8
9821,46,188293,0,0,40
9822,36,116608,0,0,38
9823,37,348960,0,0,36
9824,24,329530,0,0,45
9825,47,93476,0,0,70
9826,35,195744,0,0,50
9827,43,125833,0,0,40
9828,18,191117,0,0,20
